L_HUNDRED,STNAME,SEG_ID,CustCount,LAT,LNG
5600,STOKES ST,721648,1,40.042623235519834,-75.16514479225756
600,E WOODLAWN ST,720922,2,40.042721605826614,-75.16589006070937
5600,MUSGRAVE ST,720902,2,40.0428346012411,-75.16665761536618
400,E WOODLAWN ST,720946,5,40.04070927691917,-75.16851668113853
500,E WOODLAWN ST,720923,5,40.04158159999219,-75.16658775488001
5600,HEISKELL ST,720930,14,40.03994203836738,-75.16970946891769
1000,W NORRIS ST,542273,1,39.982359646445545,-75.15029157460962
2000,N 11TH ST,542248,1,39.9832587510726,-75.15142948689683
2000,N FRANKLIN ST,542325,5,39.982651133975125,-75.1466079171924
600,W NORRIS ST,542343,1,39.98175478191411,-75.1456327824059
2000,N MARSHALL ST,542342,5,39.98245152512685,-75.14509466759043
600,W NORRIS ST,542354,1,39.981654285453054,-75.14484325525505
2000,N RANDOLPH ST,542367,4,39.98221177416186,-75.14323035543174
2000,N 05TH ST,542386,12,39.982101989089806,-75.14238540251861
500,W NORRIS ST,542387,3,39.981389822220265,-75.14282077597994
400,W NORRIS ST,542392,4,39.98132254708586,-75.14231108423833
400,W NORRIS ST,542403,2,39.98120640013348,-75.14138665675564
2000,N LAWRENCE ST,542395,18,39.981982815228854,-75.14144970299884
2000,N 03RD ST,542424,21,39.98173527864165,-75.13953026993964
2000,N BODINE ST,542434,5,39.98166214719685,-75.13897513750415
2000,N AMERICAN ST,542437,1,39.98157378479192,-75.13829698507264
2000,N ORIANNA ST,542422,4,39.98180016491492,-75.14003195976446
2000,N PHILIP ST,542447,2,39.98148405631473,-75.13760491379188
2000,N 02ND ST,542458,3,39.98140821858543,-75.13701301249077
100,W NORRIS ST,542482,2,39.9804346687582,-75.1354173008989
800,BELGRADE ST,543096,6,39.97540418745561,-75.12553304918974
1200,E FLETCHER ST,543418,5,39.972965749778886,-75.12419400716065
1200,E SUSQUEHANNA AVE,543467,7,39.97259729356364,-75.12505588084025
1200,E COLONA ST,543351,2,39.97349038827291,-75.12499989712613
1300,E SUSQUEHANNA AVE,543224,1,39.97455469445165,-75.12611244320146
1300,E SUSQUEHANNA AVE,543291,3,39.97399683923998,-75.12581541189762
2600,E NORRIS ST,543262,3,39.97418815597606,-75.1230417113566
2200,E THOMPSON ST,543211,3,39.97468117434051,-75.12311326868831
2600,ARAMINGO AVE,542555,4,39.98021971065954,-75.11801269793672
2600,EMERY ST,542990,1,39.9764849852567,-75.11470931567214
500,E GIRARD AVE,543550,2,39.97122502235049,-75.12741206401243
1200,E MONTGOMERY AVE,543539,1,39.971578208455355,-75.12722756097133
600,E GIRARD AVE,543532,2,39.97164663754036,-75.12627687005705
1100,E WILT ST,543590,9,39.97100188561052,-75.12637533727585
1100,E HEWSON ST,543554,7,39.971463660370446,-75.12511063838649
600,E WILDEY ST,543598,1,39.97039901348868,-75.12631846792713
1100,E MONTGOMERY AVE,543599,10,39.97083636612099,-75.12682158307462
500,E WILDEY ST,543603,1,39.97017567517572,-75.12688321951205
300,RICHMOND ST,441610,1,39.96779948815238,-75.12990755828166
300,E ALLEN ST,441558,1,39.967294464195184,-75.12964858778668
900,SHACKAMAXON ST,440237,1,39.96605006993098,-75.13193458453355
200,RICHMOND ST,441015,5,39.967221639501446,-75.13149993568472
0,N DELAWARE AVE,441535,1,39.96827338704517,-75.1276182604007
200,E ALLEN ST,441248,5,39.96666998107406,-75.13118765923983
300,E ARMAT ST,720942,3,40.03848612989288,-75.16925563294008
5600,MORTON ST,720945,7,40.03933896441974,-75.16892716143198
5500,MORTON ST,720934,13,40.03768986778578,-75.16871060730756
5500,BAYNTON ST,720061,2,40.0375686247637,-75.16982015217575
5500,HEISKELL ST,720935,3,40.03779624516326,-75.16944525519544
5400,BAYNTON ST,720948,1,40.03636739148091,-75.16835020306203
5500,LENA ST,720954,1,40.03625413732337,-75.17101220995151
5400,LENA ST,720958,2,40.035375051959306,-75.16979225525799
5500,GERMANTOWN AVE,720526,2,40.03468518902481,-75.17323578426526
5400,GERMANTOWN AVE,720528,1,40.033565957200565,-75.17133749180604
0,E COULTER ST,720066,19,40.0339580205502,-75.16978087517661
5300,WAKEFIELD ST,720968,6,40.03482613424537,-75.16778447934594
0,E PENN ST,720970,4,40.03416985579577,-75.16732370120312
200,E PENN ST,720967,2,40.03490880906292,-75.16656963939002
200,E ASHMEAD ST,721000,3,40.03422366909899,-75.16384184717707
400,E ASHMEAD ST,720067,4,40.03563528260521,-75.16240254794445
300,E BRINGHURST ST,720996,1,40.03595207850611,-75.16319050902143
500,E ASHMEAD ST,721042,18,40.037778200784956,-75.16031874845099
500,E QUEEN LN,721036,6,40.03826559932178,-75.1611955990231
400,POTTERTON HTS,721038,3,40.03812314467437,-75.16287731449962
5300,MAGNOLIA ST,721035,2,40.03831259248824,-75.16230681202148
5200,W CLARKSON AVE,721030,1,40.03881361531041,-75.16103146252516
500,E PENN ST,721034,11,40.03856833818191,-75.16167723060744
500,E PENN ST,721051,7,40.039158970188595,-75.16107277907369
500,E BRINGHURST ST,721053,9,40.03800253953338,-75.16076543007976
100,W NORRIS ST,542498,1,39.98034366073853,-75.13471943981631
100,W HEWSON ST,542565,1,39.97987455731503,-75.13506077708516
1900,WATERLOO ST,542692,6,39.97934571401273,-75.1349323236596
1900,N HOWARD ST,542698,17,39.97953519915948,-75.13440844866024
1800,N HOWARD ST,542865,2,39.97757857316055,-75.13482987034263
1800,N HOWARD ST,542803,1,39.97832678054717,-75.13466761781393
100,W MONTGOMERY AVE,542880,1,39.97719260412895,-75.13410434162274
100,W MONTGOMERY AVE,542876,1,39.97726082109779,-75.13463126471167
1800,WATERLOO ST,542860,5,39.9776380700979,-75.1352943068885
1800,N HANCOCK ST,542845,5,39.97774270307639,-75.13670160890052
1800,N HANCOCK ST,542801,6,39.9781610721223,-75.13661310740926
100,W WILT ST,542764,2,39.97828633980738,-75.13587587610768
100,W WILT ST,542761,2,39.978344215508216,-75.13633487367036
1800,MASCHER ST,542763,1,39.97858375020313,-75.13557663843324
1900,N 04TH ST,542610,5,39.98008197135524,-75.14092353918599
1900,N LEITHGOW ST,542604,3,39.980059542132736,-75.14140625615822
400,W BERKS ST,542605,3,39.97971940421975,-75.14172595881993
400,W BERKS ST,542596,2,39.97981558035509,-75.14248977325067
1900,N LAWRENCE ST,542601,7,39.9800509991418,-75.1418729910613
400,W HEWSON ST,542524,1,39.98039485194119,-75.1415678169032
400,N 08TH ST,441386,1,39.96008092898579,-75.15185904945892
300,N LAWRENCE ST,440917,1,39.95645569635512,-75.1467724748573
300,N RANDOLPH ST,440902,1,39.95664575290649,-75.14834223339464
200,N 03RD ST,440910,2,39.955580484858814,-75.1445106755197
400,VINE ST,440905,1,39.95619492922776,-75.14714202193485
1000,NEW MARKET ST,440253,1,39.96570681763318,-75.13856662529568
100,W ALLEN ST,441253,4,39.96651536659723,-75.1381356250157
100,W WILDEY ST,441251,1,39.966956277468924,-75.13805702771924
700,N PENN ST,441567,1,39.96160504025693,-75.13624709483649
100,FAIRMOUNT AVE,440718,2,39.96136666581243,-75.1388871903983
5200,W CLARKSON AVE,721031,2,40.038531338797874,-75.16057318609398
5200,W CLARKSON AVE,721033,3,40.038301740069805,-75.16012010742412
5300,CHEW AVE,720906,4,40.042508578867015,-75.15999323412947
5500,CROWSON ST,720900,17,40.04338562705403,-75.16237425184522
200,E BRINGHURST ST,720999,10,40.03463877223532,-75.16453907088271
5200,WAKEFIELD ST,720973,1,40.03377908372121,-75.16603449614043
5100,SHELDON ST,721003,4,40.03420928678792,-75.1613782163163
5100,RUBICAM ST,721007,9,40.03465767263536,-75.16091746182651
5100,STENTON AVE,722099,6,40.03310137896053,-75.15764405145848
5100,STENTON AVE,721692,5,40.03249114937813,-75.15763561070007
500,PARNELL PL,721029,17,40.039206452861805,-75.16269635460066
1600,LINDLEY AVE,721080,1,40.03121194682338,-75.15097066602686
5000,N SMEDLEY ST,721102,1,40.03080163406561,-75.15066036801215
5000,N SYDENHAM ST,721107,1,40.0306597826727,-75.1490637842862
1400,LINDLEY AVE,721084,2,40.030808430733934,-75.14782928779378
5100,N CARLISLE ST,721123,6,40.03153071620435,-75.14728151253837
1400,LINDLEY AVE,741578,1,40.03070132189155,-75.14701438991156
1900,N 05TH ST,542542,10,39.980765288944426,-75.14267598930131
1900,N MARSHALL ST,542556,16,39.98095336985311,-75.14537362405197
1900,N 06TH ST,542563,2,39.98085650831049,-75.14459205212935
500,W BERKS ST,542577,3,39.98002333416029,-75.14409467753869
1900,N 07TH ST,542537,3,39.98105878386653,-75.14617004584989
1900,N FRANKLIN ST,542530,4,39.98115734296941,-75.14693537385169
700,W BERKS ST,542538,7,39.980353359490095,-75.14665073673031
1900,N 10TH ST,542478,1,39.981577359299955,-75.15017757506082
1800,N 10TH ST,542670,1,39.98008262517224,-75.15050159190794
700,W MONTGOMERY AVE,542727,1,39.97895600904038,-75.14772035819348
1800,N FRANKLIN ST,542726,1,39.97965069685349,-75.1471608696393
700,W MONTGOMERY AVE,542731,2,39.97885727559702,-75.14695702834938
1800,N 07TH ST,542730,1,39.97955993824508,-75.14644689925524
200,QUARRY ST,440912,1,39.95343315021146,-75.14446201812231
300,S PHILIP ST,342304,1,39.94418649198648,-75.14580281798771
200,SPRUCE ST,441767,1,39.94462689576036,-75.14588939194486
300,S AMERICAN ST,342303,5,39.94423070190669,-75.1461614930546
300,ARCH ST,441283,2,39.95228158774542,-75.14602037186793
100,N 02ND ST,440900,2,39.952403574684894,-75.1432080162432
200,MARKET ST,440435,3,39.95005775966543,-75.1446090414397
200,CHURCH ST,440421,3,39.950686221168155,-75.14489156351009
400,N FRONT ST,440704,1,39.957329191982566,-75.13983427246002
100,VINE ST,441578,2,39.95557849622892,-75.14217995231172
700,N 04TH ST,440729,1,39.96297550143191,-75.14456995877907
600,N 04TH ST,440748,1,39.962572267300274,-75.14465765744924
500,N ORIANNA ST,440691,2,39.96129712437337,-75.1441154242599
600,N 03RD ST,440760,8,39.961883604490424,-75.14318566569004
200,GREEN ST,440737,1,39.96124018252846,-75.14256283592714
200,FAIRMOUNT AVE,440715,3,39.96229487171994,-75.14282161316684
700,N BODINE ST,441315,5,39.96275714866722,-75.14246550198916
700,N 03RD ST,441329,6,39.9628803605422,-75.14297870763636
100,POPLAR ST,440770,2,39.96374312220869,-75.13984519942382
100,POPLAR ST,440769,2,39.963966815895645,-75.14032095969431
900,NEW MARKET ST,440775,2,39.96398061197974,-75.13917249084523
900,NEW MARKET ST,441331,1,39.96472941000447,-75.13890992613635
1000,NEW MARKET ST,440264,1,39.965185745499745,-75.13875276362933
900,N HANCOCK ST,441313,4,39.96441120578495,-75.13979458080426
5300,N 16TH ST,720082,6,40.03474210531252,-75.14938943858826
5200,N CARLISLE ST,721634,6,40.03308020702316,-75.1469416892026
1400,W FISHER AVE,721109,2,40.03390466045316,-75.14715261180316
1400,W FISHER AVE,741576,1,40.03379606578931,-75.14633574081714
5300,N SYDENHAM ST,721126,9,40.034783320914315,-75.14835802938335
1700,CONLYN ST,721539,1,40.042858413569995,-75.14940269272904
1700,WIDENER PL,721526,7,40.04429917760682,-75.14908490345861
6000,N WOODSTOCK ST,721378,4,40.04691139478455,-75.1542136288166
6000,OGONTZ AVE,721497,1,40.04747733512108,-75.15104111913865
6100,LIMEKILN PIKE,721496,2,40.047767742914814,-75.15048298482776
6100,LIMEKILN PIKE,721499,1,40.04685863000865,-75.14935407301573
1800,W GODFREY AVE,721487,1,40.048471519801176,-75.15039090603287
1800,W GODFREY AVE,721489,2,40.04836253435634,-75.149517558916
1700,W GODFREY AVE,721492,2,40.048170096474564,-75.14801133164374
6100,N 17TH ST,721495,8,40.047796621353314,-75.14774619616277
6200,N 17TH ST,721491,28,40.04889621590677,-75.14750732089122
1600,W GODFREY AVE,721588,2,40.047992370625,-75.14665007450633
6100,N 16TH ST,721590,1,40.047620049896075,-75.14642286117312
6200,N GRATZ ST,721515,7,40.049187656162076,-75.14978790195774
1800,MEDARY AVE,721506,3,40.04991524878318,-75.14926322351543
1800,MEDARY AVE,721505,3,40.05002010393209,-75.15004808022046
1900,MEDARY AVE,721502,5,40.050348711846794,-75.15254472072385
1900,MEDARY AVE,721503,2,40.05022960854666,-75.1516322841631
6300,N WOODSTOCK ST,721358,4,40.051123040432564,-75.15386767936572
6200,N WOODSTOCK ST,721350,3,40.04999296263661,-75.15396229725181
2000,MEDARY AVE,721342,4,40.05044110342824,-75.15351364207558
6300,N 21ST ST,721336,5,40.051187697058545,-75.1554037142525
6400,N 21ST ST,721329,2,40.05249012576126,-75.15531593688509
6300,N OPAL ST,721513,1,40.05098155494873,-75.15192630011936
1800,N MARSHALL ST,542662,4,39.97976663492064,-75.1455969930536
1800,N 06TH ST,542674,6,39.979673251978035,-75.1448120228613
1800,N 06TH ST,542756,1,39.97892321534486,-75.1449534347725
1800,N REESE ST,542765,2,39.978655817984354,-75.14381351114272
500,W MONTGOMERY AVE,542762,1,39.978518332174026,-75.14435501861931
1800,N 04TH ST,542791,4,39.978878911174725,-75.1411881575043
1700,N HANCOCK ST,542938,5,39.97712464576109,-75.13683147278094
100,W PALMER ST,542950,7,39.97665211474061,-75.13646340896219
100,W MONTGOMERY AVE,542857,1,39.977448538989876,-75.1360581623516
1700,N HOWARD ST,542964,1,39.9768857552019,-75.13497595145051
1700,HOPE ST,542969,1,39.976821296098535,-75.1344635352722
0,STRAWBERRY ST,440494,1,39.948801168913626,-75.14460285987356
300,S 04TH ST,441081,2,39.94471034411656,-75.14851138964208
100,N 04TH ST,440897,1,39.95376654335241,-75.14651399597052
0,N FRONT ST,441677,1,39.95070903859272,-75.14188458429453
200,S 04TH ST,441464,1,39.94513146869481,-75.14841326101154
700,SANSOM ST,440497,3,39.948693152095096,-75.15330675661681
200,S 08TH ST,440579,1,39.947248884306056,-75.15443131724501
700,LOCUST ST,440589,1,39.94686643000879,-75.15373847040357
1200,SUMMER ST,440961,1,39.95709888292146,-75.1599649730909
1300,RACE ST,440858,1,39.956076845261414,-75.16139007644841
200,POPLAR ST,440286,2,39.96436479210495,-75.1411706720328
900,N 02ND ST,440285,2,39.96466612630419,-75.14059613610773
200,BROWN ST,441145,1,39.96323107631807,-75.1421358958957
200,BROWN ST,441144,5,39.96334253839769,-75.14261194862979
600,N 02ND ST,440739,10,39.96143414951021,-75.14128386904075
800,N 03RD ST,440756,1,39.96419855580991,-75.14269961252594
400,BROWN ST,441141,9,39.96387546075986,-75.14488043957758
700,N 04TH ST,440727,2,39.96350094666855,-75.1444588966122
300,POPLAR ST,440256,3,39.96553402409766,-75.14369179930014
900,N AMERICAN ST,440278,5,39.96499094043807,-75.14146378636565
900,N AMERICAN ST,441255,7,39.965930487423755,-75.14116157074673
900,N 03RD ST,440753,1,39.96579871427064,-75.1423600340179
300,POPLAR ST,440270,1,39.965191738339286,-75.14295535954466
900,N 02ND ST,441256,3,39.96577388414698,-75.14035975803756
1000,N 02ND ST,441249,1,39.9669274891038,-75.14011394313444
1000,N 03RD ST,440785,1,39.966829319248745,-75.14214183293105
1000,N AMERICAN ST,440226,2,39.96702881413743,-75.14092165565589
900,N 04TH ST,441254,15,39.966242626068926,-75.14388423676066
300,W WILDEY ST,440220,1,39.96665473690712,-75.14260461178641
900,N ORIANNA ST,441397,12,39.96604775882062,-75.14319994266258
1000,N 03RD ST,440784,1,39.96739587803832,-75.1420257724438
300,W GEORGE ST,441104,1,39.967808329479396,-75.14253090092825
1000,N ORIANNA ST,441335,6,39.96749554249237,-75.14280866803429
1000,N 04TH ST,441242,11,39.96747448451862,-75.14362683116371
200,W WILDEY ST,440227,1,39.9665082910043,-75.14136938905573
200,W WILDEY ST,440786,1,39.966413271018254,-75.14063961868008
200,W GEORGE ST,441108,1,39.96754303350629,-75.14039597748263
300,W WILDEY ST,440217,1,39.96675636160695,-75.14339237644886
1100,N ORIANNA ST,441135,5,39.968465658222044,-75.14256723725141
6300,N GARNET ST,721509,1,40.0509140830342,-75.15121438939963
6500,N UBER ST,721458,9,40.05390729385567,-75.15067605338378
6500,LIMEKILN PIKE,721306,1,40.05448980125607,-75.15275362539603
6500,N 20TH ST,720112,1,40.054481893593156,-75.151337478182
6500,N 20TH ST,720116,2,40.053640898897896,-75.1514605236722
2000,RIDLEY ST,721453,1,40.054176767198975,-75.15207934247402
1400,67TH AVE,820432,1,40.055317625128076,-75.14245878757151
6600,N 15TH ST,721560,3,40.055082125928145,-75.14291724149926
6700,N 15TH ST,820488,11,40.056142561947944,-75.14268129352848
1500,67TH AVE,820428,1,40.05541745057869,-75.14325248118948
1500,67TH AVE,820426,3,40.055519097009814,-75.14404046127889
6700,N SYDENHAM ST,820446,2,40.0562438959089,-75.14348250079827
1800,67TH AVE,820414,3,40.056039560945244,-75.14802350203712
1700,67TH AVE,820416,2,40.05593078475274,-75.14718001545309
6700,N 18TH ST,820413,9,40.05669945736025,-75.14741670121087
1500,HAINES ST,820484,2,40.0580676780018,-75.14272537559192
6800,N BOUVIER ST,820383,6,40.057831424526576,-75.14635145881309
6700,N BOUVIER ST,820415,5,40.05662107642373,-75.14662304171982
1700,68TH AVE,820494,1,40.057343248985106,-75.14606010160583
1700,68TH AVE,820493,2,40.05738975014969,-75.1468597235762
6700,N GRATZ ST,820410,9,40.05678225711479,-75.14832349468699
6800,N GRATZ ST,820382,7,40.05792391007668,-75.14807186699134
1800,68TH AVE,820492,3,40.057442154187086,-75.14771669017134
6700,OGONTZ AVE,820614,2,40.05658050139479,-75.1494282847202
1400,69TH AVE,840041,3,40.05832626702393,-75.14136564527311
6800,N BROAD ST,840039,3,40.05778882360875,-75.14063311891762
6800,N BROAD ST,840037,1,40.05703131221032,-75.1407963480896
6700,N BROAD ST,840038,2,40.0559259520976,-75.14104341787838
1400,68TH AVE,840043,1,40.05675716939986,-75.14129985283225
6700,N CARLISLE ST,820431,3,40.05603969261391,-75.14189688421921
6800,N CARLISLE ST,820396,5,40.05723752017512,-75.14163400552063
0,E OXFORD ST,543269,2,39.97416317182474,-75.13370432877308
1600,N FRONT ST,543251,1,39.97463308962162,-75.13444063335784
100,W OXFORD ST,543252,2,39.97429097260681,-75.13481621008067
0,E OXFORD ST,543260,3,39.97424198965158,-75.13429910814125
1500,N 02ND ST,543323,3,39.974207097807295,-75.13855310765831
1500,N HANCOCK ST,543342,3,39.97407131105618,-75.1374843032962
100,W OXFORD ST,543230,3,39.97456743198418,-75.13699716614809
1700,N 04TH ST,542967,3,39.97738338178076,-75.14151074760365
1700,N MARSHALL ST,542906,5,39.97793973849591,-75.14593828818728
500,TURNER ST,543046,3,39.9761846599175,-75.14501838726454
1600,N 06TH ST,543106,10,39.97594259787407,-75.1455058107878
500,W OXFORD ST,543120,3,39.9755941116505,-75.14513989354958
1200,RACE ST,440860,2,39.95592416743712,-75.1602219828626
200,N 13TH ST,440968,1,39.95654544337593,-75.16048877953733
200,N 09TH ST,441443,2,39.95612988291875,-75.15411769102664
1000,RACE ST,441349,2,39.95548390377991,-75.15668405731722
200,N 10TH ST,440943,1,39.95570722761903,-75.15582629388612
900,SPRING ST,441364,1,39.9559339213386,-75.15497088264601
200,N 09TH ST,440989,1,39.9555131469226,-75.15425311814539
1000,ARCH ST,440361,2,39.953656519927485,-75.15707985970134
900,MARKET ST,440406,1,39.95143662752941,-75.15594922521926
200,S HUTCHINSON ST,440648,1,39.94620046336609,-75.15708391261201
900,SPRUCE ST,440651,2,39.94598395325043,-75.15672780616711
900,LOCUST ST,440571,1,39.94720693615908,-75.15646508429988
200,S HUTCHINSON ST,440592,2,39.94707308371177,-75.15689757946835
1100,SPRUCE ST,440638,4,39.94638291607231,-75.1598762206933
1100,SPRUCE ST,440631,2,39.94647999896218,-75.1606638066364
1100,N BODINE ST,440194,1,39.96831257027512,-75.14131917165658
1100,N 03RD ST,440783,5,39.96837477395497,-75.1418202238946
300,CAMBRIDGE ST,440151,1,39.969080387696096,-75.14225614535725
1100,N 04TH ST,440185,10,39.96863344559449,-75.14338196927613
400,POPLAR ST,440247,1,39.96581632406604,-75.14429620442874
900,N LEITHGOW ST,441123,1,39.96639260859086,-75.14441899510301
1000,N ORIANNA ST,441138,1,39.966933126861925,-75.14295926794884
900,N LEITHGOW ST,441122,4,39.96744053126873,-75.14419359219345
1100,N HOWARD ST,441237,1,39.968185294002176,-75.13754007415459
1300,N HOWARD ST,440066,1,39.97129582056292,-75.13656741010615
1300,N HANCOCK ST,440779,3,39.97155021919552,-75.13802055780302
1200,N 02ND ST,441226,7,39.970234360635466,-75.13940115533826
1300,N 02ND ST,440052,7,39.97169808467561,-75.13909249531855
6900,N BROAD ST,840036,12,40.058978686157154,-75.14037589724117
7100,N BROAD ST,840034,2,40.06160470106342,-75.13979839385246
7000,N BROAD ST,840035,4,40.060499471421736,-75.14004050333027
7100,N BROAD ST,840033,1,40.0623811906961,-75.13963791252537
1400,72ND AVE,840464,2,40.06291725503306,-75.14036316256512
7200,PITTVILLE AVE,820895,6,40.06348057040728,-75.14519458878026
2100,W NEDRO AVE,721407,2,40.04378168359415,-75.15788031438983
5900,N BEECHWOOD ST,721403,10,40.044479809584885,-75.15745169450733
2100,W NEDRO AVE,721408,1,40.043765178711524,-75.1572992181235
5900,N NORWOOD ST,721402,18,40.044578876739195,-75.15665998016244
6000,N LAMBERT ST,721382,3,40.04679767009895,-75.1549372296149
6100,N LAMBERT ST,721385,3,40.04812824074388,-75.15485019214472
2100,W GODFREY AVE,721364,3,40.04898810784579,-75.15676140414793
2100,W GODFREY AVE,721367,1,40.04896030133661,-75.15596079648755
2000,W GODFREY AVE,721368,2,40.04892790119705,-75.1551730703171
2000,E RITTENHOUSE ST,820367,22,40.0580558283246,-75.15170308042158
6800,N 20TH ST,820378,1,40.05780865089087,-75.15085698915108
2000,68TH AVE,820379,11,40.057639830728206,-75.15171068563106
6800,WYNCOTE AVE,820629,4,40.05799294105616,-75.14983230634432
6700,OGONTZ AVE,820613,1,40.0572315529944,-75.14933390561639
6800,RODNEY ST,721291,6,40.05662716188925,-75.15585163862472
6900,RODNEY ST,820802,6,40.057811442871504,-75.15677262284846
900,TURNER ST,542937,4,39.97710263126845,-75.1507875328982
1200,W OXFORD ST,542975,4,39.976941698701765,-75.15553066364987
1500,N 13TH ST,543148,7,39.97629143653029,-75.15615618986303
1500,N 12TH ST,543174,4,39.9760905503895,-75.15461097347244
1200,W OXFORD ST,542981,3,39.97684153334946,-75.15475695267311
1400,BETSY ROSS PL,543316,5,39.97441332150094,-75.15559252586682
1400,N 12TH ST,543334,4,39.974691208976836,-75.15491626984446
1400,KINGS PL,543340,3,39.9742551539197,-75.1545018714723
1700,SEPVIVA ST,543144,3,39.97546646357974,-75.13175651614526
1500,E PALMER ST,543173,3,39.974962847567376,-75.13168423357536
2200,E LEHIGH AVE,541970,6,39.98380816975685,-75.11941434772835
2200,SEPVIVA ST,542626,4,39.97935335682041,-75.12881082953763
2200,TULIP ST,542714,8,39.97871641391321,-75.12824543732093
2200,MEMPHIS ST,542752,5,39.978368784379484,-75.1270658804387
2300,E DAUPHIN ST,542722,8,39.978849777223125,-75.12706810356192
2300,E GORDON ST,542666,3,39.979160480042665,-75.12648018734022
2600,TULIP ST,542097,12,39.98296829094644,-75.12012107609692
2600,ARAMINGO AVE,542375,3,39.98120241024285,-75.11752800267466
2600,CEDAR ST,542348,5,39.98117467065243,-75.11909309815633
2300,E NORRIS ST,542903,4,39.977191606819986,-75.12802357279644
2400,E NORRIS ST,542936,1,39.97671031249926,-75.12718606492135
2200,CEDAR ST,542901,1,39.97701044099587,-75.12706914201752
1500,E HEWSON ST,542922,18,39.97690577952901,-75.12840115017937
1500,E BERKS ST,542948,8,39.9766210310693,-75.12876660326633
2300,E SUSQUEHANNA AVE,542902,9,39.97738369603241,-75.1276596998934
2300,E FLETCHER ST,542863,4,39.97770453435754,-75.12703097717912
1500,E HEWSON ST,543055,2,39.97617357260834,-75.12764261330204
1500,E SUSQUEHANNA AVE,543034,9,39.97636035859409,-75.1271035359101
2500,E NORRIS ST,543066,3,39.97582196292681,-75.12567699553153
2300,BELGRADE ST,542917,3,39.9767681100934,-75.12390700754152
2500,E BOSTON ST,542883,5,39.9771881632077,-75.12283376062558
2400,E BOSTON ST,542812,8,39.978018144778375,-75.12376286128895
2500,E HAGERT ST,542836,6,39.97754089248874,-75.12232870208973
2400,E HAGERT ST,542785,3,39.978316568131106,-75.12318479740829
1200,WALNUT ST,440490,1,39.94903879326932,-75.1617242668229
200,S 13TH ST,440508,1,39.94889032260416,-75.16215831551192
1000,CHESTNUT ST,441192,1,39.9501140588488,-75.15785002507084
1200,CHESTNUT ST,441190,1,39.95050375911469,-75.16099892135132
100,W THOMPSON ST,440067,1,39.9705956003958,-75.13712993773748
100,W THOMPSON ST,440062,1,39.97072270232014,-75.13782022149229
1500,N PHILIP ST,543310,3,39.97428125853126,-75.13913974321126
1400,N PHILIP ST,543464,2,39.97312701594195,-75.13938547244084
1500,N BODINE ST,543294,2,39.97444387930332,-75.14052451733805
1600,N 04TH ST,543157,5,39.9758319429178,-75.14185393586713
1500,N 04TH ST,543321,2,39.97422383531638,-75.14220009802288
1500,N 05TH ST,543292,1,39.974714474856874,-75.14400496279599
1500,N LAWRENCE ST,543308,12,39.97459510384142,-75.14305883477556
1600,N 08TH ST,543067,4,39.97675815934462,-75.14860263394984
1400,N MARSHALL ST,543439,3,39.9736331892355,-75.14673936543124
1400,N LEITHGOW ST,543423,2,39.97318748491314,-75.14291183159324
400,HARLAN ST,543435,5,39.97292969421111,-75.14271905665731
1400,N LAWRENCE ST,543416,10,39.9734474648907,-75.1433122470035
1300,GERMANTOWN AVE,543546,1,39.97194665650538,-75.14129217781039
1400,N LAWRENCE ST,543480,1,39.972765721708335,-75.14346328690299
1400,N 05TH ST,543462,1,39.97331934309532,-75.1443122105434
1300,N LAWRENCE ST,441127,3,39.97192716215219,-75.14368003332459
400,W THOMPSON ST,440044,4,39.971299879704944,-75.14356869078819
1300,N 05TH ST,440036,4,39.97204169601305,-75.14459549589456
6800,WOOLSTON AVE,820400,1,40.05720111721644,-75.15459567354144
1300,NARRAGANSETT ST,721275,25,40.0546815317515,-75.1591024165018
6600,GERRY ST,720091,1,40.05543935101742,-75.15608581906982
2000,INDEPENDENCE ST,721287,3,40.05604461630969,-75.15455700408982
6600,N 21ST ST,721297,3,40.055346356074985,-75.15514192573289
1900,67TH AVE,820408,1,40.05628230735468,-75.15070323833329
6600,N 20TH ST,721469,3,40.055526937483926,-75.15118398481944
6600,N OPAL ST,721451,6,40.05556406099822,-75.15194393197937
6700,N WOODSTOCK ST,721293,3,40.056610479776175,-75.15328739948706
6500,N LAMBERT ST,721322,8,40.05422879728601,-75.15433002734278
2000,STENTON AVE,721310,1,40.05374298365882,-75.15480135464003
6400,N NORWOOD ST,721362,4,40.05252943212218,-75.15624389973867
6400,N BEECHWOOD ST,721355,10,40.0524855238768,-75.15692957700841
1100,E STAFFORD ST,721216,17,40.050812335403776,-75.16044150996025
6300,N BEECHWOOD ST,721357,4,40.05125131990545,-75.15700795092813
2100,MEDARY AVE,721334,4,40.050562533393624,-75.15665800324682
2100,MEDARY AVE,721337,3,40.050531930130205,-75.15585756837677
6300,N NORWOOD ST,721360,1,40.05121773849588,-75.15622362912292
6200,N NORWOOD ST,721361,8,40.05008138973104,-75.15629730637932
6200,N BEECHWOOD ST,721359,7,40.05011133598534,-75.15708237537801
6100,N NORWOOD ST,721384,4,40.04819454208172,-75.15642131785404
6000,N NORWOOD ST,721390,5,40.04640912306727,-75.15653916886251
6100,N BEECHWOOD ST,721381,7,40.04822163461685,-75.15720543535961
2500,TRENTON AVE,542027,1,39.983355689053056,-75.12296821754842
2100,E YORK ST,542446,1,39.980687242705265,-75.12696472057459
